ID,Img URL,Img Name,Desc (S),caption_original,is_arabic,caption_en,caption_train
983,104.jpg,104.jpg,"وثيقة نصية باللغة الإنجليزية تعرض بياناً بعنوان ""GHF Statement on Operations"". يتضمن البيان فقرتين تشيران إلى مسؤولية حماس عن عدم إيصال الغذاء لآلاف الغزيين ووجود تهديدات لعمليات GHF، بالإضافة إلى تأكيد المنظمة على التزامها بتوصيل المساعدات بشكل آمن.","وثيقة نصية باللغة الإنجليزية تعرض بياناً بعنوان ""GHF Statement on Operations"". يتضمن البيان فقرتين تشيران إلى مسؤولية حماس عن عدم إيصال الغذاء لآلاف الغزيين ووجود تهديدات لعمليات GHF، بالإضافة إلى تأكيد المنظمة على التزامها بتوصيل المساعدات بشكل آمن.",True,"A text document in English presents a statement entitled ""GHF Statement on Operations."" The statement contains two paragraphs that refer to Hamas's responsibility not to deliver food to thousands of Gazans and the existence of threats to GHG operations, as well as the organization's assertion of its commitment to safe delivery.","A text document in English presents a statement entitled ""GHF Statement on Operations."" The statement contains two paragraphs that refer to Hamas's responsibility not to deliver food to thousands of Gazans and the existence of threats to GHG operations, as well as the organization's assertion of its commitment to safe delivery."
984,105.jpg,105.jpg,"تُظهر الصورة رسمًا بيانيًا مقسمًا إلى جزأين رئيسيين: نص وصورة. في الجانب الأيسر، تظهر خلفية داكنة مع نص باللون الأبيض يذكر اسم ""محمود محمد حامد كحيل""، ويصفه بأنه ""إرهابي من تنظيم كتائب المجاهدين الإرهابي""، مع تفاصيل حول اتهامات تتعلق بأحداث السابع من أكتوبر واحتجاز أشخاص. في الجزء العلوي الأيسر من هذا الجانب، توجد ثلاثة شعارات.","تُظهر الصورة رسمًا بيانيًا مقسمًا إلى جزأين رئيسيين: نص وصورة. في الجانب الأيسر، تظهر خلفية داكنة مع نص باللون الأبيض يذكر اسم ""محمود محمد حامد كحيل""، ويصفه بأنه ""إرهابي من تنظيم كتائب المجاهدين الإرهابي""، مع تفاصيل حول اتهامات تتعلق بأحداث السابع من أكتوبر واحتجاز أشخاص. في الجزء العلوي الأيسر من هذا الجانب، توجد ثلاثة شعارات.",True,The picture shows a graph divided into two main parts: a text and a picture.,The picture shows a graph divided into two main parts: a text and a picture.
985,106.jpg,106.jpg,"تُظهر الصورة رجلًا وامرأة مسنين يتعانقان في الهواء الطلق، وكلاهما ينظر نحو الكاميرا. ترتدي المرأة قميصاً أحمر اللون وتلف ذراعها حول الرجل الذي يرتدي قميصاً زيتونياً داكناً. خلفهما تظهر لافتة خشبية مكتوب عليها ""BAYVIEW VILLAGE PARK"" (متنزه قرية باي فيو).","تُظهر الصورة رجلًا وامرأة مسنين يتعانقان في الهواء الطلق، وكلاهما ينظر نحو الكاميرا. ترتدي المرأة قميصاً أحمر اللون وتلف ذراعها حول الرجل الذي يرتدي قميصاً زيتونياً داكناً. خلفهما تظهر لافتة خشبية مكتوب عليها ""BAYVIEW VILLAGE PARK"" (متنزه قرية باي فيو).",True,"The picture shows an elderly man and woman hugging in the open air, both looking at the camera. The woman wears a red shirt and twists her arm around the man wearing a dark olive shirt. Behind them is a wooden sign that says ""BAYVIEW VILLAGE PARK.""","The picture shows an elderly man and woman hugging in the open air, both looking at the camera. The woman wears a red shirt and twists her arm around the man wearing a dark olive shirt. Behind them is a wooden sign that says ""BAYVIEW VILLAGE PARK."""
986,107.jpg,107.jpg,تُظهر الصورة شابًا في مقدمة المشهد يرفع يديه على شكل قلب، بينما يقف وسط حشد كبير من الأشخاص. تبدو الأرضية غير مستوية ومغطاة بقطع كرتون، وتمتد خلفهم سماء بألوان الغروب أو الشروق.,تُظهر الصورة شابًا في مقدمة المشهد يرفع يديه على شكل قلب، بينما يقف وسط حشد كبير من الأشخاص. تبدو الأرضية غير مستوية ومغطاة بقطع كرتون، وتمتد خلفهم سماء بألوان الغروب أو الشروق.,True,"The picture shows a young man in the front of the scene with his hands in the form of a heart, while he stands in the midst of a large crowd of people. The floor appears to be uneven and covered with carton pieces, with clouds or sunrise.","The picture shows a young man in the front of the scene with his hands in the form of a heart, while he stands in the midst of a large crowd of people. The floor appears to be uneven and covered with carton pieces, with clouds or sunrise."
987,108.jpg,108.jpg,تُظهر الصورة تجمع عدة أشخاص حول شخص مستلقٍ على أرضية مرصوفة ومبللة في مشهد خارجي. يقوم رجل بصب الماء على الشخص المستلقي، بينما تتحدث امرأة في الهاتف، ويراقب آخرون المشهد. يظهر علم أمريكي مطوي وبعض الأوراق ملقاة على الأرض.,تُظهر الصورة تجمع عدة أشخاص حول شخص مستلقٍ على أرضية مرصوفة ومبللة في مشهد خارجي. يقوم رجل بصب الماء على الشخص المستلقي، بينما تتحدث امرأة في الهاتف، ويراقب آخرون المشهد. يظهر علم أمريكي مطوي وبعض الأوراق ملقاة على الأرض.,True,"The picture shows a gathering of several people around a guy lying on a paved and wet floor in an outdoor scene. A man pours water on the guy lying down, while a woman talks on the phone, and watches the scene. An American flag shows folding and some leaves lying on the floor.","The picture shows a gathering of several people around a guy lying on a paved and wet floor in an outdoor scene. A man pours water on the guy lying down, while a woman talks on the phone, and watches the scene. An American flag shows folding and some leaves lying on the floor."
988,109.jpg,109.jpg,"تُظهر الصورة نصًا عربيًا مكتوبًا باللون الأسود على خلفية رمادية فاتحة، محاطًا بعلامات اقتباس حمراء كبيرة في الزاويتين العلوية اليمنى والسفلية اليسرى. يتضمن النص معلومات حول ""مصادر مطلعة للعربية/الحدث"" وتطورات تتعلق بحركة حماس في قطاع غزة.","تُظهر الصورة نصًا عربيًا مكتوبًا باللون الأسود على خلفية رمادية فاتحة، محاطًا بعلامات اقتباس حمراء كبيرة في الزاويتين العلوية اليمنى والسفلية اليسرى. يتضمن النص معلومات حول ""مصادر مطلعة للعربية/الحدث"" وتطورات تتعلق بحركة حماس في قطاع غزة.",True,"The picture shows an Arabic text written in black on a light gray background, surrounded by large red quotes in the upper right and lower left corners. The text contains information about ""informed sources of Arabism/juvenileity"" and developments concerning Hamas in the Gaza Strip.","The picture shows an Arabic text written in black on a light gray background, surrounded by large red quotes in the upper right and lower left corners. The text contains information about ""informed sources of Arabism/juvenileity"" and developments concerning Hamas in the Gaza Strip."
989,110.jpg,110.jpg,لوحة فنية تصور مجموعة من الرجال في مشهد سائد عليه الألوان الحمراء والبرتقالية. يتوسط الصورة رجلان يتصافحان، بينما يظهر حولهما رجال آخرون يرتدون أزياء متنوعة، منها العسكري والتقليدي. على اليسار، يرفع رجل يرتدي خوذة راية بيضاء.,لوحة فنية تصور مجموعة من الرجال في مشهد سائد عليه الألوان الحمراء والبرتقالية. يتوسط الصورة رجلان يتصافحان، بينما يظهر حولهما رجال آخرون يرتدون أزياء متنوعة، منها العسكري والتقليدي. على اليسار، يرفع رجل يرتدي خوذة راية بيضاء.,True,"A painting depicts a group of men in a red and orange scene. The picture is mediated by two men shaking hands, while other men in a variety of uniforms, including military and conventional, appear around them. On the left, a man in a white flag helmet lifts up.","A painting depicts a group of men in a red and orange scene. The picture is mediated by two men shaking hands, while other men in a variety of uniforms, including military and conventional, appear around them. On the left, a man in a white flag helmet lifts up."
990,111.jpg,111.jpg,"يُظهر الرسم البياني باللغة العربية قائمة بعنوان رئيسي ""كبار قادة حماس الذين قضي عليهم"". يتضمن الرسم 20 صورة شخصية لأفراد، تظهر أسفل كل منها أسمائهم ومناصبهم. معظم الصور تحمل شريطاً أحمر مكتوباً عليه ""تم القضاء عليه"". في الجزء العلوي الأوسط من الصورة، تظهر ثلاثة رموز أو شعارات.","يُظهر الرسم البياني باللغة العربية قائمة بعنوان رئيسي ""كبار قادة حماس الذين قضي عليهم"". يتضمن الرسم 20 صورة شخصية لأفراد، تظهر أسفل كل منها أسمائهم ومناصبهم. معظم الصور تحمل شريطاً أحمر مكتوباً عليه ""تم القضاء عليه"". في الجزء العلوي الأوسط من الصورة، تظهر ثلاثة رموز أو شعارات.",True,"The Arabic graph shows a list of the chief leaders of Hamas who have been eliminated. The chart contains 20 personal photographs of individuals, each showing their names and positions. Most of the photographs contain a red tape with ""exterminated."" In the middle upper part of the picture, three symbols or slogans appear.","The Arabic graph shows a list of the chief leaders of Hamas who have been eliminated. The chart contains 20 personal photographs of individuals, each showing their names and positions. Most of the photographs contain a red tape with ""exterminated."" In the middle upper part of the picture, three symbols or slogans appear."
991,112.jpg,112.jpg,"صورة مقسمة عمودياً إلى نصفين بخلفيات مختلفة؛ بنية داكنة على اليسار وزرقاء داكنة على اليمين. في الجزء العلوي، يظهر نص يتساءل: ""إسرائيل دولة عنصرية؟ بين الخرافة والحقيقة"". وتحته نصان متقابلان، الأول على اليسار يصف ""الخرافة"" بأن العرب في إسرائيل لا يتمتعون بحقوق متساوية، والثاني على اليمين يصف ""الحقيقة"" بأن العرب يتمتعون بكامل حقوق المواطنة.

في الجزء السفلي من الصورة، تظهر مجموعتان من الأشخاص. على اليسار، يقف ثلاثة أشخاص (رجلان وامرأة ترتدي حجاباً) وتبدو على وجوههم ملامح حزينة أو جادة. على اليمين، يقف خمسة أشخاص (بعضهم مقصوص جزئياً) وهم يبتسمون، بينهم رجل يرتدي كيباه وامرأتان ترتديان الحجاب، في إشارة إلى التنوع.","صورة مقسمة عمودياً إلى نصفين بخلفيات مختلفة؛ بنية داكنة على اليسار وزرقاء داكنة على اليمين. في الجزء العلوي، يظهر نص يتساءل: ""إسرائيل دولة عنصرية؟ بين الخرافة والحقيقة"". وتحته نصان متقابلان، الأول على اليسار يصف ""الخرافة"" بأن العرب في إسرائيل لا يتمتعون بحقوق متساوية، والثاني على اليمين يصف ""الحقيقة"" بأن العرب يتمتعون بكامل حقوق المواطنة.

في الجزء السفلي من الصورة، تظهر مجموعتان من الأشخاص. على اليسار، يقف ثلاثة أشخاص (رجلان وامرأة ترتدي حجاباً) وتبدو على وجوههم ملامح حزينة أو جادة. على اليمين، يقف خمسة أشخاص (بعضهم مقصوص جزئياً) وهم يبتسمون، بينهم رجل يرتدي كيباه وامرأتان ترتديان الحجاب، في إشارة إلى التنوع.",True,"At the top, there is a text wondering: ""Israel is a racist state?","At the top, there is a text wondering: ""Israel is a racist state?"
992,113.jpg,113.jpg,تُظهر الصورة طفلاً يجلس على سرير أو طاولة فحص، يرتدي قبعة بيضاء وملابس فاتحة اللون، بينما يظهر وجهه مموهاً. إلى جانبه، يقف شخص يرتدي زياً عسكرياً، ويحمل بيديه عبوة سائل فقاعات وينفخ بعضها نحو الطفل. تظهر شارة العلم الإسرائيلي على كتف الزي العسكري لهذا الشخص.,تُظهر الصورة طفلاً يجلس على سرير أو طاولة فحص، يرتدي قبعة بيضاء وملابس فاتحة اللون، بينما يظهر وجهه مموهاً. إلى جانبه، يقف شخص يرتدي زياً عسكرياً، ويحمل بيديه عبوة سائل فقاعات وينفخ بعضها نحو الطفل. تظهر شارة العلم الإسرائيلي على كتف الزي العسكري لهذا الشخص.,True,"The picture shows a child sitting on a bed or a screening table, wearing a white hat and light-coloured clothes, while his face is camouflaged. Besides him, a person in a military uniform stands up, holds a bubble liquid can and blows some of them towards the child.","The picture shows a child sitting on a bed or a screening table, wearing a white hat and light-coloured clothes, while his face is camouflaged. Besides him, a person in a military uniform stands up, holds a bubble liquid can and blows some of them towards the child."
993,114.jpg,114.jpg,"تظهر الصورة رجلاً بلحية ونظارات يرتدي قبعة ""الكيباه"" ورداءً أصفر اللون، وهو يحمل طفلاً رضيعاً ويقبّل رأسه. يرتدي الرضيع ملابس بيضاء منقوشة وسواراً أزرق على معصمه، فيما تظهر في الخلفية بعض المعدات التي تبدو طبية.","تظهر الصورة رجلاً بلحية ونظارات يرتدي قبعة ""الكيباه"" ورداءً أصفر اللون، وهو يحمل طفلاً رضيعاً ويقبّل رأسه. يرتدي الرضيع ملابس بيضاء منقوشة وسواراً أزرق على معصمه، فيما تظهر في الخلفية بعض المعدات التي تبدو طبية.",True,"The picture shows a man with a beard and glasses wearing a kibah hat and a yellow robe, carrying a baby and kissing his head. The baby wears carved white clothes and a blue bracelet on his wrist, while in the background it shows some equipment that appears to be medical.","The picture shows a man with a beard and glasses wearing a kibah hat and a yellow robe, carrying a baby and kissing his head. The baby wears carved white clothes and a blue bracelet on his wrist, while in the background it shows some equipment that appears to be medical."
994,115.jpg,115.jpg,"تُظهر الصورة مجموعة من الأشخاص، بينهم رجال وطفل صغير، يسيرون في شارع حضري. يحمل أحد الرجال لافتة قماشية بيضاء مكتوب عليها باللونين الأخضر والأزرق عبارة ""حماس لا تمثلنا"". تبدو في الخلفية مبانٍ على جانبي الشارع، بعضها يوحي بالقدم أو التضرر.","تُظهر الصورة مجموعة من الأشخاص، بينهم رجال وطفل صغير، يسيرون في شارع حضري. يحمل أحد الرجال لافتة قماشية بيضاء مكتوب عليها باللونين الأخضر والأزرق عبارة ""حماس لا تمثلنا"". تبدو في الخلفية مبانٍ على جانبي الشارع، بعضها يوحي بالقدم أو التضرر.",True,"The picture shows a group of people, including men and a small child, walking on an urban street. One of the men carries a white cloth sign that says green and blue, ""Hot doesn't represent us."" The background looks like buildings on both sides of the street, some of which suggest foot or damage.","The picture shows a group of people, including men and a small child, walking on an urban street. One of the men carries a white cloth sign that says green and blue, ""Hot doesn't represent us."" The background looks like buildings on both sides of the street, some of which suggest foot or damage."
995,116.jpg,116.jpg,تُظهر الصورة صورتين شخصيتين متجاورتين لرجلين. في الصورة اليسرى، رجل ذو شعر أشقر يرتدي بدلة زرقاء وربطة عنق زرقاء، ويظهر بنظرة جادة، مع وجود دبوس يحمل العلم الأمريكي على ياقة سترته. في الصورة اليمنى، رجل ذو شعر رمادي يرتدي بدلة داكنة وربطة عنق زرقاء، ويضع دبوساً يحمل العلم الإسرائيلي على ياقة سترته.,تُظهر الصورة صورتين شخصيتين متجاورتين لرجلين. في الصورة اليسرى، رجل ذو شعر أشقر يرتدي بدلة زرقاء وربطة عنق زرقاء، ويظهر بنظرة جادة، مع وجود دبوس يحمل العلم الأمريكي على ياقة سترته. في الصورة اليمنى، رجل ذو شعر رمادي يرتدي بدلة داكنة وربطة عنق زرقاء، ويضع دبوساً يحمل العلم الإسرائيلي على ياقة سترته.,True,"In the left, a man with blond hair in a blue suit and a blue tie, and a serious look, with an American flag pin on his jacket collar. In the right, a man with gray hair in a dark suit and a blue tie, and a pin with the Israeli flag on his jacket collar.","In the left, a man with blond hair in a blue suit and a blue tie, and a serious look, with an American flag pin on his jacket collar. In the right, a man with gray hair in a dark suit and a blue tie, and a pin with the Israeli flag on his jacket collar."
996,117.jpg,117.jpg,"يظهر رجل يلقي كلمة من على منبر خشبي يحمل شعار واسم ""وزارة الخارجية الإسرائيلية"". يرتدي الرجل بدلة داكنة وربطة عنق سوداء، ويضع شريطاً أصفر صغيراً على طية صدر السترة. خلفه، تظهر خلفية زرقاء تحمل أيضاً شعار واسم الوزارة، وإلى يمينه ترفرف أعلام، أحدها العلم الإسرائيلي.","يظهر رجل يلقي كلمة من على منبر خشبي يحمل شعار واسم ""وزارة الخارجية الإسرائيلية"". يرتدي الرجل بدلة داكنة وربطة عنق سوداء، ويضع شريطاً أصفر صغيراً على طية صدر السترة. خلفه، تظهر خلفية زرقاء تحمل أيضاً شعار واسم الوزارة، وإلى يمينه ترفرف أعلام، أحدها العلم الإسرائيلي.",True,"The man wears a dark suit and a black tie, and puts a little yellow tape on the jacket's chest. Behind him, there is a blue background that also bears a slogan and the name of the ministry, and to his right is flying flags, one of which is the Israeli flag.","The man wears a dark suit and a black tie, and puts a little yellow tape on the jacket's chest. Behind him, there is a blue background that also bears a slogan and the name of the ministry, and to his right is flying flags, one of which is the Israeli flag."
997,118.jpg,118.jpg,يظهر رجل ذو شعر رمادي يرتدي بدلة داكنة وربطة عنق حمراء، ويداه متشابكتان أمام جسده. يقف الرجل خلف منصة عليها ميكروفونات، وخلفه خلفية زرقاء بها نمط هندسي.,يظهر رجل ذو شعر رمادي يرتدي بدلة داكنة وربطة عنق حمراء، ويداه متشابكتان أمام جسده. يقف الرجل خلف منصة عليها ميكروفونات، وخلفه خلفية زرقاء بها نمط هندسي.,True,"A gray-haired man with a dark suit and a red tie, with his hands tangled in front of his body, stands behind a microphone platform with a blue background with an engineering pattern.","A gray-haired man with a dark suit and a red tie, with his hands tangled in front of his body, stands behind a microphone platform with a blue background with an engineering pattern."
998,119.jpg,119.jpg,تُظهر الصورة ثلاثة رجال داخل مبنى، اثنان منهم يقفان متقاربين جدًا بينما يقف الثالث يحمل كوبًا. يظهر في الخلفية جدار من الطوب ومدخل مضاء.,تُظهر الصورة ثلاثة رجال داخل مبنى، اثنان منهم يقفان متقاربين جدًا بينما يقف الثالث يحمل كوبًا. يظهر في الخلفية جدار من الطوب ومدخل مضاء.,True,"The picture shows three men inside a building, two of whom stand very close as the third stand with a cup, and a brick wall and a light entrance appear in the background.","The picture shows three men inside a building, two of whom stand very close as the third stand with a cup, and a brick wall and a light entrance appear in the background."
999,120.jpg,120.jpg,تظهر في الصورة امرأة تبتسم وترتدي غطاء رأس أحمر اللون ونظارة طبية، وذلك أمام خلفية رمادية فاتحة.,تظهر في الصورة امرأة تبتسم وترتدي غطاء رأس أحمر اللون ونظارة طبية، وذلك أمام خلفية رمادية فاتحة.,True,A woman who smiles and wears a red head covering and medical glasses appears in the picture in front of a light gray background.,A woman who smiles and wears a red head covering and medical glasses appears in the picture in front of a light gray background.
1000,121.jpg,121.jpg,يقف رجل يرتدي بدلة داكنة وقميصًا أبيض وربطة عنق حمراء، مع دبوس شريط أصفر على سترته، خلف منبر خشبي أمام خلفية زرقاء تظهر عليها نصوص وشعار رسمي.,يقف رجل يرتدي بدلة داكنة وقميصًا أبيض وربطة عنق حمراء، مع دبوس شريط أصفر على سترته، خلف منبر خشبي أمام خلفية زرقاء تظهر عليها نصوص وشعار رسمي.,True,"A man in a dark suit, a white shirt and a red tie, with a yellow ribbon pin on his jacket, stands behind a wooden platform in front of a blue background with official text and logo.","A man in a dark suit, a white shirt and a red tie, with a yellow ribbon pin on his jacket, stands behind a wooden platform in front of a blue background with official text and."
1001,122.jpg,122.jpg,تُظهر الصورة مريضًا يطلب المساعدة في غرفة طوارئ بمستشفى غزة، بينما يقف أمامه أربعة أشخاص يرتدون معاطف طبية فوق زي عسكري، ويحملون صواريخ وبنادق.,تُظهر الصورة مريضًا يطلب المساعدة في غرفة طوارئ بمستشفى غزة، بينما يقف أمامه أربعة أشخاص يرتدون معاطف طبية فوق زي عسكري، ويحملون صواريخ وبنادق.,True,"The photograph shows a patient requesting help in an emergency room at Gaza Hospital, while four people in medical coats stand over a military uniform and carry rockets and rifles.","The photograph shows a patient requesting help in an emergency room at Gaza Hospital, while four people in medical coats stand over a military uniform and carry rockets and rifles."
1002,123.jpg,123.jpg,تُظهر الصورة من الأعلى ساحة واسمة مقسّمة بحاجز، تنتشر عليها أعداد كبيرة من الصناديق أو الرزم على كلا الجانبين، مع وجود شاحنة وبعض الأشخاص.,تُظهر الصورة من الأعلى ساحة واسمة مقسّمة بحاجز، تنتشر عليها أعداد كبيرة من الصناديق أو الرزم على كلا الجانبين، مع وجود شاحنة وبعض الأشخاص.,True,"The picture from the top shows a yard and a name divided by a barrier, with large numbers of boxes or packages on both sides, with a truck and some people.","The picture from the top shows a yard and a name divided by a barrier, with large numbers of boxes or packages on both sides, with a truck and some people."
1003,124.jpg,124.jpg,في الصورة، يظهر رجل يرتدي بدلة ونظارات يمسك ميكروفونًا، وعلى سترته شريط أصفر اللون. يحيط به جزئياً أشخاص آخرون، مع وجود زجاجات ماء على الطاولة أمامهم وخلفية داكنة.,في الصورة، يظهر رجل يرتدي بدلة ونظارات يمسك ميكروفونًا، وعلى سترته شريط أصفر اللون. يحيط به جزئياً أشخاص آخرون، مع وجود زجاجات ماء على الطاولة أمامهم وخلفية داكنة.,True,"In the picture, a man in a suit and glasses appears to be holding a microphone, with a yellow tape on his jacket, partially surrounded by other people, with water bottles on the table in front of them and a dark background.","In the picture, a man in a suit and glasses appears to be holding a microphone, with a yellow tape on his jacket, partially surrounded by other people, with water bottles on the table in front of them and a dark background."
1004,125.jpg,125.jpg,تُظهر الصورة ثلاثة رجال يجلسون حول طاولة مليئة بالطعام الفاخر، وخلفهم أعلام فلسطين وإيران. في المقابل، يظهر على الجانب الآخر حشد من الناس الجائعين يحملون أواني فارغة في منطقة مدمرة تتصاعد منها أعمدة الدخان، مع وجود آثار دماء على الأرض.,تُظهر الصورة ثلاثة رجال يجلسون حول طاولة مليئة بالطعام الفاخر، وخلفهم أعلام فلسطين وإيران. في المقابل، يظهر على الجانب الآخر حشد من الناس الجائعين يحملون أواني فارغة في منطقة مدمرة تتصاعد منها أعمدة الدخان، مع وجود آثار دماء على الأرض.,True,"The picture shows three men sitting around a table full of fancy food, left behind by the flags of Palestine and Iran. On the other side, a crowd of hungry people, carrying empty pots, appears in a devastated area, with smoke poles rising, with traces of blood on the ground.","The picture shows three men sitting around a table full of fancy food, left behind by the flags of Palestine and Iran. On the other side, a crowd of hungry people, carrying empty pots, appears in a devastated area, with smoke poles rising, with traces of blood on the ground."
1005,1.jpg,1.jpg,تُظهر الصورة منصة بحرية ضخمة في عرض البحر، مزودة بعدة رافعات، من بينها رافعتان حمراوان بارزتان ورافعة بيضاء كبيرة ممتدة. إلى جانب المنصة، تظهر سفينة برتقالية اللون مزودة بذراع رافعة. وذلك كله تحت سماء زرقاء صافية تتخللها بعض السحب البيضاء.,تُظهر الصورة منصة بحرية ضخمة في عرض البحر، مزودة بعدة رافعات، من بينها رافعتان حمراوان بارزتان ورافعة بيضاء كبيرة ممتدة. إلى جانب المنصة، تظهر سفينة برتقالية اللون مزودة بذراع رافعة. وذلك كله تحت سماء زرقاء صافية تتخللها بعض السحب البيضاء.,True,"The picture shows a huge offshore platform, with several cranes, including two prominent red cranes and a large extended white crane. Besides the platform, an orange ship with a crane arm appears.","The picture shows a huge offshore platform, with several cranes, including two prominent red cranes and a large extended white crane. Besides the platform, an orange ship with a crane arm appears."
1006,2.jpg,2.jpg,"تُظهر الصورة لقطات متعددة، بعضها يوضح أسواقاً عامرة بالخضروات والفواكه والمنتجات الغذائية المتنوعة.
بينما تعرض لقطات أخرى رجلاً نحيلاً جداً في مكان ضيق وشخصاً آخر ملقى على الأرض.","تُظهر الصورة لقطات متعددة، بعضها يوضح أسواقاً عامرة بالخضروات والفواكه والمنتجات الغذائية المتنوعة.
بينما تعرض لقطات أخرى رجلاً نحيلاً جداً في مكان ضيق وشخصاً آخر ملقى على الأرض.",True,"The picture shows multiple footage, some of which shows markets full of vegetables, fruits, and various food products. Others show a very thin man in a narrow place and someone else lying on the ground.","The picture shows multiple footage, some of which shows markets full of vegetables, fruits, and various food products. Others show a very thin man in a narrow place and someone else lying on the ground."
1007,3.jpg,3.jpg,تُظهر الصورة كمية كبيرة من الأوراق النقدية المتنوعة، بما في ذلك الدولار الأمريكي واليورو والشيكل الإسرائيلي. تتكدس هذه الأوراق النقدية، التي تبدو بعضها متسخًا أو تالفًا، مع بعض الحطام.,تُظهر الصورة كمية كبيرة من الأوراق النقدية المتنوعة، بما في ذلك الدولار الأمريكي واليورو والشيكل الإسرائيلي. تتكدس هذه الأوراق النقدية، التي تبدو بعضها متسخًا أو تالفًا، مع بعض الحطام.,True,"The picture shows a large amount of miscellaneous banknotes, including the United States dollar, the euro, and the Israeli shekel. These banknotes, some of which appear to be dirty or damaged, are stacked with some debris.","The picture shows a large amount of miscellaneous banknotes, including the United States dollar, the euro, and the Israeli shekel. These banknotes, some of which appear to be dirty or damaged, are stacked with some debris."
1008,4.jpg,4.jpg,تُظهر الصورة حشودًا من الناس، بينهم أطفال، يسيرون على طريق ترابي في منطقة ريفية جبلية. يتصاعد الغبار من تحت أقدامهم بينما يتقدمون، ويظهر طفلان في المقدمة يمسكان بأيدي بعضهما.,تُظهر الصورة حشودًا من الناس، بينهم أطفال، يسيرون على طريق ترابي في منطقة ريفية جبلية. يتصاعد الغبار من تحت أقدامهم بينما يتقدمون، ويظهر طفلان في المقدمة يمسكان بأيدي بعضهما.,True,"The picture shows crowds of people, including children, walking on a dirt road in a mountainous rural area. Dust rises from under their feet as they advance, and two children appear in the front holding each other's hands.","The picture shows crowds of people, including children, walking on a dirt road in a mountainous rural area. Dust rises from under their feet as they advance, and two children appear in the front holding each other's hands."
1009,5.jpg,5.jpg,"الصورة تعرض مخططًا بيانيًا عموديًا بعنوان ""الإبادات الجماعية في القرنين الـ20 والـ21""، يوضح النسبة المئوية للتغيير في عدد السكان. يُظهر المخطط أربعة أعمدة بقيم سالبة لأحداث تاريخية سابقة، وعمودًا أخضر طويلًا بقيمة إيجابية +550% يُشير إلى ""الإبادة الجماعية الفلسطينية"".","الصورة تعرض مخططًا بيانيًا عموديًا بعنوان ""الإبادات الجماعية في القرنين الـ20 والـ21""، يوضح النسبة المئوية للتغيير في عدد السكان. يُظهر المخطط أربعة أعمدة بقيم سالبة لأحداث تاريخية سابقة، وعمودًا أخضر طويلًا بقيمة إيجابية +550% يُشير إلى ""الإبادة الجماعية الفلسطينية"".",True,"The picture presents a vertical chart entitled ""Communities in the 20th and 21st Centurys,"" which shows the percentage change in the population. The chart shows four columns with negative values for past historical events, and a long green column of positive value +550 percent referring to ""Palestinian genocide.""","The picture presents a vertical chart entitled ""Communities in the 20th and 21st Centurys,"" which shows the percentage change in the population. The chart shows four columns with negative values for past historical events, and a long green column of positive value +550 percent referring to ""Palestinian genocide."""
1010,6.jpg,6.jpg,مبنى حجري ضخم مزين بأعمدة ومنحوتات يقف بجوار مجرى مائي، تحيط به شجيرات خضراء وتبرز أمامه أعلام السويد الزرقاء والصفراء تحت سماء زرقاء صافية.,مبنى حجري ضخم مزين بأعمدة ومنحوتات يقف بجوار مجرى مائي، تحيط به شجيرات خضراء وتبرز أمامه أعلام السويد الزرقاء والصفراء تحت سماء زرقاء صافية.,True,"A huge stone building with columns and carvings standing next to a waterway, surrounded by green bushes, with blue and yellow Swedish flags standing before it under clear blue skies.","A huge stone building with columns and carvings standing next to a waterway, surrounded by green bushes, with blue and yellow Swedish flags standing before it under clear blue skies."
1422,146.jpg,146.jpg,تُظهر الصورة شابًا ذا لحية وشعر داكنين يرتدي قميصًا فاتح اللون، وينظر مباشرة إلى الكاميرا بابتسامة خفيفة. تظهر خلفه نباتات خضراء ضبابية في الهواء الطلق.,تُظهر الصورة شابًا ذا لحية وشعر داكنين يرتدي قميصًا فاتح اللون، وينظر مباشرة إلى الكاميرا بابتسامة خفيفة. تظهر خلفه نباتات خضراء ضبابية في الهواء الطلق.,True,"The picture shows a guy with a beard and dark hair wearing a light shirt, and he looks straight at the camera with a light smile.","The picture shows a guy with a beard and dark hair wearing a light shirt, and he looks straight at the camera with a light smile."
1423,147.jpg,147.jpg,يظهر رجل بلحية داكنة وشعر قصير وعينين فاتحتين ينظر مباشرة إلى الكاميرا. يرتدي قميصاً أزرق فاتحاً ويزين عنقه عقد أسود، ويظهر في خلفية داخلية ذات إضاءة دافئة.,يظهر رجل بلحية داكنة وشعر قصير وعينين فاتحتين ينظر مباشرة إلى الكاميرا. يرتدي قميصاً أزرق فاتحاً ويزين عنقه عقد أسود، ويظهر في خلفية داخلية ذات إضاءة دافئة.,True,"A guy with a dark beard, short hair, two light eyes, looks directly at the camera, wears a light blue shirt and decorates his neck a black neck, and appears in an internal background of warm light.","A guy with a dark beard, short hair, two light eyes, looks directly at the camera, wears a light blue shirt and decorates his neck a black neck, and appears in an internal background of warm light."
